timestamp,thermistor_v,photoresistor_v
1449.2,2.07,1.55
1449.7,2.07,1.54
1450.2,2.07,1.53
1450.7,2.07,1.5
1451.2,2.07,1.48
1451.7,2.07,1.48
1452.2,2.07,1.49
1452.7,2.07,1.51
1453.2,2.07,1.53
1453.7,2.07,1.55
1454.2,2.07,1.54
1454.7,2.07,1.53
1455.2,2.07,1.5
1455.7,2.06,1.48
1456.2,2.06,1.47
1456.7,2.06,1.48
1457.2,2.07,1.48
1457.7,2.06,1.5
1458.2,2.06,1.53
1458.7,2.06,1.54
1459.2,2.06,1.54
1459.7,2.06,1.54
1460.2,2.06,1.51
1460.7,2.06,1.49
1461.2,2.06,1.48
1461.7,2.06,1.48
1462.2,2.06,1.49
1462.7,2.06,1.5
1463.2,2.06,1.53
1463.7,2.06,1.54
1464.2,2.06,1.54
1464.7,2.06,1.54
1465.2,2.06,1.52
1465.7,2.07,1.5
1466.2,2.07,1.48
1466.7,2.06,1.48
1467.2,2.06,1.49
1467.7,2.06,1.5
1468.2,2.06,1.53
1468.7,2.06,1.54
1469.2,2.06,1.55
1469.7,2.06,1.54
1470.2,2.06,1.53
1470.7,2.06,1.51
1471.2,2.06,1.49
1471.7,2.06,1.48
1472.2,2.06,1.49
1472.7,2.06,1.5
1473.2,2.06,1.51
1473.7,2.06,1.54
1474.2,2.06,1.55
1474.7,2.06,1.55
1475.2,2.06,1.54
1475.7,2.06,1.52
1476.2,2.06,1.49
1476.7,2.06,1.48
1477.2,2.06,1.49
1477.7,2.06,1.49
1478.2,2.06,1.51
1478.7,2.06,1.52
1479.2,2.06,1.54
1479.7,2.06,1.55
1480.2,2.06,1.55
1480.7,2.06,1.54
1481.2,2.06,1.51
1481.7,2.06,1.48
1482.2,2.06,1.47
1482.7,2.06,1.47
1483.2,2.06,1.48
1483.7,2.06,1.5
1484.2,2.06,1.51
1484.7,2.06,1.54
1485.2,2.07,1.54
1485.7,2.07,1.53
1486.2,2.07,1.51
1486.7,2.07,1.5
1487.2,2.07,1.47
1487.7,2.07,1.47
1488.2,2.07,1.48
1488.7,2.07,1.5
1489.2,2.07,1.51
1489.7,2.07,1.54
1490.2,2.07,1.55
1490.7,2.07,1.55
1491.2,2.06,1.54
1491.7,2.06,1.5
1492.2,2.06,1.48
1492.7,2.06,1.48
1493.2,2.06,1.49
1493.7,2.06,1.5
1494.2,2.06,1.51
1494.7,2.06,1.53
1495.2,2.06,1.55
1495.7,2.06,1.55
1496.2,2.06,1.54
1496.7,2.06,1.53
1497.2,2.06,1.5
1497.7,2.06,1.49
1498.2,2.06,1.48
1498.7,2.06,1.49
1499.2,2.06,1.5
1499.7,2.07,1.51
1500.2,2.07,1.54
1500.7,2.07,1.55
1501.2,2.06,1.55
1501.7,2.06,1.54
1502.2,2.07,1.52
1502.8,2.07,1.5
1503.3,2.07,1.48
1503.8,2.07,1.48
1504.3,2.06,1.49
1504.8,2.06,1.5
1505.3,2.06,1.51
1505.8,2.07,1.53
1506.3,2.07,1.54
1506.8,2.07,1.54
1507.3,2.07,1.52
1507.8,2.07,1.51
1508.3,2.07,1.49
1508.8,2.07,1.48
1509.3,2.07,1.47
1509.8,2.06,1.48
1510.3,2.07,1.49
1510.8,2.07,1.51
1511.3,2.07,1.53
1511.8,2.07,1.54
1512.3,2.07,1.54
1512.8,2.07,1.52
1513.3,2.07,1.5
1513.8,2.07,1.48
1514.3,2.07,1.47
1514.8,2.07,1.48
1515.3,2.07,1.48
1515.8,2.07,1.5
1516.3,2.07,1.52
1516.8,2.07,1.53
1517.3,2.07,1.54
1517.8,2.07,1.54
1518.3,2.07,1.51
1518.8,2.07,1.5
1519.3,2.07,1.49
1519.8,2.07,1.48
1520.3,2.07,1.48
1520.8,2.07,1.5
1521.3,2.07,1.51
1521.8,2.07,1.53
1522.3,2.07,1.55
1522.8,2.07,1.54
1523.3,2.07,1.53
1523.8,2.07,1.51
1524.3,2.07,1.48
1524.8,2.07,1.47
1525.3,2.07,1.47
1525.8,2.07,1.48
1526.3,2.07,1.5
1526.8,2.07,1.52
1527.3,2.07,1.54
1527.8,2.07,1.54
1528.3,2.07,1.54
1528.8,2.07,1.53
1529.3,2.07,1.5
1529.8,2.07,1.49
1530.3,2.07,1.49
1530.8,2.07,1.5
1531.3,2.07,1.52
1531.8,2.07,1.53
1532.3,2.07,1.54
1532.8,2.07,1.54
1533.3,2.07,1.52
1533.8,2.07,1.51
1534.3,2.07,1.48
1534.8,2.07,1.47
1535.3,2.07,1.48
1535.8,2.07,1.49
1536.3,2.07,1.5
1536.8,2.07,1.53
1537.3,2.07,1.54
1537.8,2.07,1.54
1538.3,2.07,1.53
1538.8,2.07,1.5
1539.3,2.07,1.48
1539.8,2.07,1.48
1540.3,2.07,1.47
1540.8,2.07,1.49
1541.3,2.07,1.51
1541.8,2.07,1.54
1542.3,2.06,1.56
1542.8,2.06,1.56
1543.3,2.06,1.54
1543.8,2.06,1.51
1544.3,2.06,1.5
1544.8,2.07,1.47
1545.3,2.06,1.48
1545.8,2.06,1.49
1546.3,2.06,1.5
1546.8,2.06,1.51
1547.3,2.06,1.53
1547.8,2.06,1.54
1548.3,2.06,1.54
1548.8,2.06,1.52
1549.3,2.07,1.51
1549.8,2.07,1.48
1550.3,2.07,1.48
1550.8,2.07,1.48
1551.3,2.07,1.5
1551.8,2.06,1.52
1552.3,2.07,1.54
1552.8,2.07,1.55
1553.3,2.07,1.55
1553.8,2.07,1.54
1554.3,2.07,1.5
1554.8,2.07,1.5
1555.3,2.07,1.48
1555.8,2.07,1.49
1556.3,2.07,1.5
1556.8,2.07,1.52
1557.3,2.07,1.55
1557.8,2.07,1.54
1558.3,2.07,1.53
1558.8,2.07,1.52
1559.3,2.07,1.5
1559.8,2.07,1.49
1560.3,2.07,1.49
1560.8,2.07,1.5
1561.3,2.07,1.5
1561.8,2.07,1.52
1562.3,2.07,1.54
1562.8,2.07,1.55
1563.3,2.07,1.54
1563.8,2.07,1.53
1564.3,2.07,1.5
1564.8,2.07,1.49
1565.3,2.07,1.48
1565.8,2.07,1.5
1566.3,2.07,1.51
1566.8,2.07,1.51
1567.3,2.07,1.54
1567.8,2.07,1.54
1568.3,2.07,1.54
1568.8,2.07,1.53
1569.3,2.07,1.5
1569.8,2.07,1.49
1570.3,2.07,1.49
1570.8,2.07,1.5
1571.3,2.07,1.5
1571.8,2.07,1.52
1572.3,2.07,1.55
1572.8,2.07,1.54
1573.4,2.07,1.54
1573.8,2.07,1.52
1574.3,2.07,1.51
1574.8,2.07,1.5
1575.4,2.07,1.49
1575.9,2.07,1.49
1576.4,2.07,1.5
1576.9,2.07,1.51
1577.4,2.07,1.54
1577.9,2.07,1.54
1578.4,2.07,1.54
1578.9,2.07,1.54
1579.4,2.07,1.55
1579.9,2.07,1.53
1580.4,2.07,1.5
1580.9,2.07,1.49
1581.4,2.07,1.49
1581.9,2.07,1.5
1582.4,2.07,1.51
1582.9,2.07,1.53
1583.4,2.07,1.55
1583.9,2.07,1.56
1584.4,2.07,1.55
1584.9,2.07,1.54
1585.4,2.07,1.53
1585.9,2.07,1.5
1586.4,2.07,1.49
1586.9,2.07,1.49
1587.4,2.06,1.5
1587.9,2.06,1.51
1588.4,2.06,1.52
1588.9,2.06,1.54
1589.4,2.06,1.55
1589.9,2.06,1.55
1590.4,2.06,1.54
1590.9,2.06,1.53
1591.4,2.06,1.51
1591.9,2.06,1.49
1592.4,2.06,1.49
1592.9,2.06,1.49
1593.4,2.06,1.5
1593.9,2.06,1.52
1594.4,2.06,1.54
1594.9,2.06,1.55
1595.4,2.06,1.56
1595.9,2.06,1.56
1596.4,2.06,1.54
1596.9,2.06,1.53
1597.4,2.06,1.51
1597.9,2.06,1.5
1598.4,2.06,1.49
1598.9,2.06,1.49
1599.4,2.06,1.5
1599.9,2.06,1.51
1600.4,2.06,1.53
1600.9,2.06,1.54
1601.4,2.06,1.56
1601.9,2.06,1.56
1602.4,2.06,1.55
1602.9,2.06,1.54
1603.4,2.06,1.52
1603.9,2.06,1.5
1604.4,2.06,1.5
1604.9,2.06,1.5
1605.4,2.06,1.5
1605.9,2.06,1.5
1606.4,2.06,1.51
1606.9,2.06,1.53
1607.4,2.06,1.54
1607.9,2.06,1.55
1608.4,2.06,1.56
1608.9,2.06,1.56
1609.4,2.06,1.55
1609.9,2.06,1.54
1610.4,2.06,1.52
1610.9,2.06,1.5
1611.4,2.06,1.49
1611.9,2.06,1.5
1612.4,2.06,1.5
1612.9,2.06,1.5
1613.4,2.06,1.51
1613.9,2.06,1.53
1614.4,2.06,1.54
1614.9,2.06,1.56
1615.4,2.06,1.56
1615.9,2.06,1.55
1616.4,2.06,1.54
1616.9,2.06,1.53
1617.4,2.06,1.51
1617.9,2.06,1.5
1618.4,2.06,1.49
1618.9,2.06,1.49
1619.4,2.06,1.5
1619.9,2.06,1.51
1620.4,2.06,1.52
1620.9,2.06,1.54
1621.4,2.06,1.56
1621.9,2.06,1.57
1622.4,2.06,1.56
1622.9,2.06,1.54
1623.4,2.06,1.53
1623.9,2.06,1.51
1624.4,2.06,1.5
1624.9,2.06,1.49
1625.4,2.06,1.49
1625.9,2.06,1.5
1626.4,2.06,1.51
1626.9,2.06,1.53
1627.4,2.06,1.54
1627.9,2.06,1.56
1628.4,2.06,1.56
1628.9,2.06,1.55
1629.4,2.06,1.54
1629.9,2.06,1.52
1630.4,2.06,1.49
1630.9,2.06,1.49
1631.4,2.06,1.5
1631.9,2.06,1.48
1632.4,2.06,1.51
1632.9,2.06,1.53
1633.4,2.06,1.54
1633.9,2.06,1.56
1634.4,2.06,1.56
1634.9,2.06,1.55
1635.4,2.06,1.54
1635.9,2.06,1.52
1636.4,2.06,1.5
1636.9,2.06,1.49
1637.4,2.06,1.49
1637.9,2.06,1.5
1638.4,2.06,1.51
1638.9,2.06,1.53
1639.4,2.06,1.55
1639.9,2.06,1.56
1640.4,2.06,1.55
1640.9,2.06,1.54
1641.4,2.06,1.53
1641.9,2.06,1.51
1642.4,2.06,1.49
1642.9,2.06,1.49
1643.4,2.06,1.5
1643.9,2.06,1.51
1644.4,2.06,1.52
1644.9,2.06,1.54
1645.4,2.06,1.56
1646.0,2.06,1.56
1646.5,2.06,1.55
1647.0,2.06,1.54
1647.5,2.06,1.52
1648.0,2.06,1.5
1648.5,2.06,1.49
1649.0,2.06,1.5
1649.5,2.06,1.5
1650.0,2.06,1.51
1650.5,2.06,1.53
1651.0,2.06,1.55
1651.5,2.06,1.56
1652.0,2.06,1.56
1652.5,2.06,1.55
1653.0,2.06,1.54
1653.5,2.06,1.51
1654.0,2.06,1.5
1654.5,2.06,1.49
1655.0,2.06,1.5
1655.5,2.06,1.5
1656.0,2.06,1.52
1656.5,2.06,1.54
1657.0,2.06,1.55
1657.5,2.06,1.56
1658.0,2.06,1.56
1658.5,2.06,1.54
1659.0,2.06,1.53
1659.5,2.06,1.51
1660.0,2.07,1.5
1660.5,2.06,1.5
1661.0,2.06,1.5
1661.5,2.06,1.51
1662.0,2.06,1.53
1662.5,2.06,1.54
1663.0,2.06,1.56
1663.5,2.06,1.56
1664.0,2.06,1.55
1664.5,2.06,1.54
1665.0,2.06,1.52
1665.5,2.06,1.5
1666.0,2.06,1.5
1666.5,2.06,1.5
1667.0,2.06,1.5
1667.5,2.06,1.52
1668.0,2.06,1.54
1668.5,2.06,1.56
1669.0,2.06,1.56
1669.5,2.06,1.56
1670.0,2.06,1.54
1670.5,2.06,1.53
1671.0,2.06,1.5
1671.5,2.06,1.5
1672.0,2.06,1.5
1672.5,2.06,1.5
1673.0,2.06,1.51
1673.5,2.06,1.53
1674.0,2.06,1.55
1674.5,2.06,1.56
1675.0,2.06,1.56
1675.5,2.06,1.55
1676.0,2.06,1.53
1676.5,2.06,1.51
1677.0,2.06,1.5
1677.5,2.06,1.5
1678.0,2.06,1.5
1678.5,2.06,1.51
1679.0,2.06,1.53
1679.5,2.06,1.55
1680.0,2.06,1.56
1680.5,2.06,1.56
1681.0,2.06,1.55
1681.5,2.06,1.54
1682.0,2.06,1.51
1682.5,2.06,1.5
1683.0,2.06,1.5
1683.5,2.06,1.5
1684.0,2.06,1.51
1684.5,2.06,1.52
1685.0,2.06,1.54
1685.5,2.06,1.56
1686.0,2.06,1.56
1686.5,2.06,1.55
1687.0,2.06,1.54
1687.5,2.06,1.52
1688.0,2.06,1.5
1688.5,2.06,1.49
1689.0,2.06,1.5
1689.5,2.06,1.5
1690.0,2.06,1.52
1690.5,2.06,1.54
1691.0,2.06,1.56
1691.5,2.06,1.56
1692.0,2.06,1.55
1692.5,2.06,1.54
1693.0,2.06,1.52
1693.5,2.06,1.5
1694.0,2.06,1.5
1694.5,2.06,1.5
1695.0,2.06,1.5
1695.5,2.06,1.52
1696.0,2.06,1.54
1696.5,2.06,1.55
1697.0,2.06,1.56
1697.5,2.06,1.56
1698.0,2.06,1.54
1698.5,2.06,1.53
1699.0,2.06,1.5
1699.5,2.06,1.5
1700.0,2.06,1.48
1700.5,2.06,1.5
1701.0,2.06,1.51
1701.5,2.06,1.51
1702.0,2.06,1.54
1702.5,2.06,1.55
1703.0,2.06,1.54
1703.5,2.06,1.54
1704.0,2.06,1.54
1704.5,2.06,1.51
1705.0,2.06,1.5
1705.5,2.06,1.5
1706.0,2.06,1.5
1706.5,2.06,1.51
1707.0,2.06,1.53
1707.5,2.06,1.54
1708.0,2.06,1.56
1708.5,2.06,1.56
1709.0,2.06,1.56
1709.5,2.06,1.54
1710.0,2.06,1.53
1710.5,2.06,1.5
1711.0,2.05,1.5
1711.5,2.05,1.5
1712.0,2.06,1.5
1712.5,2.06,1.59
1713.0,2.05,1.61
1713.5,2.05,1.83
1714.0,2.05,1.87
1714.5,2.04,1.88
1715.0,1.98,1.9
1715.5,1.94,1.95
1716.1,1.9,2.2
1716.6,1.88,2.12
1717.1,1.86,2.05
1717.6,1.85,2.07
1718.1,1.84,2.07
1718.6,1.83,2.06
1719.1,1.83,2.05
1719.6,1.82,2.06
1720.1,1.82,3.18
1720.6,1.82,3.43
1721.1,1.81,3.5
1721.6,1.81,3.54
1722.1,1.81,3.48
1722.6,1.81,2.11
1723.1,1.81,2.93
1723.6,1.81,3.16
1724.1,1.81,3.22
1724.6,1.8,3.36
1725.1,1.8,1.87
1725.6,1.8,1.88
1726.1,1.8,1.99
1726.6,1.8,1.99
1727.1,1.8,2.9
1727.6,1.8,3.01
1728.1,1.8,3.06
1728.6,1.8,2.97
1729.1,1.79,3.03
1729.6,1.79,3.0
1730.1,1.79,2.89
1730.6,1.79,2.63
1731.1,1.79,2.7
1731.6,1.78,2.72
1732.1,1.79,2.79
1732.6,1.78,2.83
1733.1,1.78,2.86
1733.6,1.78,2.88
1734.1,1.78,2.83
1734.6,1.78,2.86
1735.1,1.79,1.78
1735.6,1.81,1.81
1736.1,1.83,1.83
1736.6,1.85,1.54
1737.1,1.87,1.48
1737.6,1.88,1.45
1738.1,1.9,1.43
1738.6,1.9,1.42
1739.1,1.91,1.41
1739.6,1.93,1.41
1740.1,1.94,1.42
1740.6,1.95,1.42
1741.1,1.96,1.43
1741.6,1.97,1.44
1742.1,1.98,1.44
1742.6,1.98,1.43
1743.1,1.99,1.42
1743.6,2.0,1.4
1744.1,2.0,1.39
1744.6,2.01,1.37
1745.1,2.01,1.35
1745.6,2.01,1.63
1746.1,2.01,1.4
1746.6,2.02,2.77
1747.1,2.02,3.4
1747.6,2.02,3.4
1748.1,2.03,3.4
1748.6,2.03,3.4
1749.1,2.03,1.47
1749.6,2.03,1.34
1750.1,2.03,1.98
1750.6,2.04,2.9
1751.1,2.04,3.79
1751.6,2.04,3.92
1752.1,2.04,3.96
1752.6,2.04,3.99
1753.1,2.03,4.06
1753.6,2.03,4.21
1754.1,2.03,4.13
1754.6,2.03,4.29
1755.1,2.02,4.3
1755.6,2.02,4.29
1756.1,2.01,4.32
1756.6,2.01,4.35
1757.1,2.0,4.35
1757.6,1.99,4.33
1758.1,1.98,4.24
1758.6,1.98,4.36
1759.1,1.97,4.43
1759.6,1.94,4.42
1760.1,1.93,4.42
1760.6,1.93,4.27
1761.1,1.93,4.16
1761.6,1.93,4.37
1762.1,1.92,4.4
1762.6,1.92,4.44
1763.1,1.9,4.45
1763.6,1.9,4.37
1764.1,1.9,4.4
1764.6,1.9,4.41
1765.1,1.9,4.42
1765.6,1.9,4.43
1766.1,1.87,4.44
1766.6,1.86,4.45
1767.1,1.85,4.46
1767.6,1.84,4.46
1768.1,1.83,4.46
1768.6,1.83,4.46
1769.1,1.82,4.46
1769.6,1.81,4.46
1770.1,1.81,4.46
1770.6,1.81,4.47
1771.1,1.8,4.46
1771.6,1.8,4.46
1772.1,1.8,4.4
1772.6,1.82,2.59
1773.1,1.83,1.3
1773.6,1.85,1.29
1774.1,1.86,1.28
1774.6,1.87,1.26
1775.1,1.89,1.24
1775.6,1.9,1.25
1776.1,1.91,1.25
1776.6,1.92,1.24
1777.1,1.92,1.25
1777.6,1.93,1.28
1778.1,1.94,1.29
1778.6,1.95,4.07
1779.1,1.95,4.17
1779.6,1.96,4.19
1780.1,1.97,4.2
1780.6,1.98,4.2
1781.1,1.98,4.2
1781.6,1.98,4.2
1782.1,1.99,4.2
1782.6,1.99,4.21
1783.1,2.0,4.22
1783.6,2.0,4.25
1784.1,2.01,4.22
1784.6,2.01,4.2
1785.1,2.01,4.2
1785.6,2.01,4.2
1786.1,2.02,4.22
1786.6,2.02,4.22
1787.1,2.02,4.2
1787.6,2.02,4.2
1788.1,2.02,4.2
1788.7,2.02,4.2
1789.2,2.03,4.19
1789.7,2.03,4.2
1790.2,2.03,4.23
1790.7,2.03,4.26
1791.2,2.03,4.43
1791.7,2.03,4.46
1792.2,2.02,4.48
1792.7,2.01,4.48
1793.2,2.01,4.49
1793.7,2.0,4.49
1794.2,1.99,4.5
1794.7,1.99,4.5
1795.2,1.98,4.5
1795.7,1.98,4.5
1796.2,1.97,4.5
1796.7,1.96,4.5
1797.2,1.96,4.5
1797.7,1.95,4.5
1798.2,1.94,4.5
1798.7,1.94,4.5
1799.2,1.94,4.5
1799.7,1.94,4.5
1800.2,1.93,4.5
1800.7,1.92,4.5
1801.2,1.92,4.5
1801.7,1.92,4.5
1802.2,1.92,4.5
1802.7,1.92,4.5
1803.2,1.92,4.5
1803.7,1.91,4.5
1804.2,1.9,4.5
1804.7,1.9,4.5
1805.2,1.9,4.5
1805.7,1.9,4.5
1806.2,1.9,4.5
1806.7,1.91,4.5
1807.2,1.91,4.5
1807.7,1.92,4.49
1808.2,1.93,4.46
1808.7,1.93,4.44
1809.2,1.94,4.35
1809.7,1.94,4.27
1810.2,1.94,4.25
1810.7,1.95,4.24
1811.2,1.95,4.23
1811.7,1.96,4.22
1812.2,1.96,4.22
1812.7,1.96,4.22
1813.2,1.97,4.22
1813.7,1.97,4.24
1814.2,1.98,4.22
1814.7,1.98,4.21
1815.2,1.98,4.21
1815.7,1.98,4.21
1816.2,1.98,4.21
1816.7,1.99,3.38
1817.2,1.99,3.3
1817.7,1.99,3.3
1818.2,1.99,3.29
1818.7,2.0,3.27
1819.2,2.0,3.26
1819.7,2.0,3.24
1820.2,2.0,3.24
1820.7,2.01,3.24
1821.2,2.01,3.26
1821.7,2.01,3.26
1822.2,2.01,3.26
1822.7,2.01,3.26
1823.2,2.01,3.25
1823.7,2.01,3.24
1824.2,2.01,3.21
1824.7,2.01,2.78
1825.2,2.01,2.71
1825.7,2.01,2.72
1826.2,2.02,2.73
1826.7,2.02,2.74
1827.2,2.02,2.76
1827.7,2.02,2.75
1828.2,2.02,2.71
1828.7,2.02,2.7
1829.2,2.02,2.69
1829.7,2.02,2.67
1830.2,2.02,2.65
1830.7,2.03,2.66
1831.2,2.03,2.15
1831.7,2.03,1.31
1832.2,2.03,2.12
1832.7,2.03,2.43
1833.2,2.03,1.61
1833.7,2.03,2.77
1834.2,2.03,2.85
1834.7,2.03,2.85
1835.2,2.03,2.86
1835.7,2.03,2.86
1836.2,2.03,2.87
1836.7,2.03,1.31
1837.2,2.03,1.24
1837.7,2.03,1.23
1838.2,2.03,1.39
1838.7,2.03,2.67
1839.2,2.03,2.85
1839.7,2.03,2.86
1840.2,2.03,2.86
1840.7,2.03,1.28
1841.2,2.03,1.28
1841.7,2.03,1.28
1842.2,2.04,1.4
1842.7,2.04,2.44
1843.2,2.04,2.88
1843.7,2.04,2.87
1844.2,2.04,2.86
1844.7,2.04,2.86
1845.2,2.04,2.86
1845.7,2.04,2.81
1846.2,2.04,2.31
1846.7,2.04,1.28
1847.2,2.04,1.27
1847.7,2.04,1.25
1848.2,2.04,1.45
1848.7,2.04,2.71
1849.2,2.04,2.86
1849.7,2.04,2.87
1850.2,2.04,2.87
1850.7,2.04,2.87
1851.2,2.04,2.88
1851.7,2.04,2.88
1852.2,2.04,2.89
1852.7,2.04,2.9
1853.2,2.05,2.92
1853.7,2.05,2.91
1854.2,2.05,2.89
1854.7,2.05,2.87
1855.2,2.05,2.86
1855.7,2.05,3.66
1856.2,2.05,4.18
1856.7,2.05,4.21
1857.2,2.05,4.22
1857.7,2.05,4.23
1858.2,2.05,4.23
1858.8,2.05,4.22
1859.3,2.05,4.21
1859.8,2.05,4.21
1860.3,2.05,4.21
1860.8,2.05,4.21
1861.3,2.05,4.21
1861.8,2.05,4.21
1862.3,2.05,4.21
1862.8,2.05,4.21
1863.3,2.05,4.21
1863.8,2.05,4.21
1864.3,2.05,4.21
1864.8,2.05,4.21
1865.3,2.05,4.22
1865.8,2.05,4.23
1866.3,2.05,4.24
1866.8,2.05,4.24
1867.3,2.05,4.23
1867.8,2.05,4.22
1868.3,2.05,4.21
1868.8,2.05,4.21
1869.3,2.05,4.21
1869.8,2.05,4.21
1870.3,2.05,4.21
1870.8,2.05,4.21
1871.3,2.05,4.22
1871.8,2.05,4.21
1872.3,2.05,4.21
1872.8,2.05,4.22
1873.3,2.05,4.21
1873.8,2.05,4.21
1874.3,2.05,4.22
1874.8,2.05,4.21
1875.3,2.05,4.22
1875.8,2.05,4.22
1876.3,2.05,4.22
1876.8,2.05,4.21
1877.3,2.05,4.21
1877.8,2.05,4.22
1878.3,2.05,4.21
1878.8,2.05,4.22
1879.3,2.05,4.21
1879.8,2.05,4.22
1880.3,2.05,4.22
1880.8,2.05,4.22
1881.3,2.05,4.21
1881.8,2.05,4.22
1882.3,2.05,4.21
1882.8,2.05,4.22
1883.3,2.05,4.22
1883.8,2.05,4.21
1884.3,2.05,4.21
1884.8,2.05,4.22
1885.3,2.05,4.21
1885.8,2.05,4.22
1886.3,2.05,4.22
1886.8,2.05,4.22
1887.3,2.05,4.22
1887.8,2.05,4.22
1888.3,2.05,4.22
1888.8,2.05,4.22
1889.3,2.05,4.22
1889.8,2.05,4.22
1890.3,2.05,4.22
1890.8,2.05,4.22
1891.3,2.05,4.22
1891.8,2.05,4.22
1892.3,2.05,4.22
1892.8,2.05,4.22
1893.3,2.05,4.22
1893.8,2.05,4.22
1894.3,2.05,4.22
1894.8,2.05,4.22
1895.3,2.05,4.22
1895.8,2.05,4.22
1896.3,2.06,4.22
1896.8,2.05,4.22
1897.3,2.05,4.22
1897.8,2.05,4.22
1898.3,2.05,4.22
1898.8,2.05,4.22
1899.3,2.05,4.22
1899.8,2.05,4.22
1900.3,2.05,4.22
1900.8,2.05,4.22
1901.3,2.05,4.22
1901.8,2.05,4.22
1902.3,2.05,4.22
1902.8,2.05,4.22
1903.3,2.05,4.22
1903.8,2.05,4.22
1904.3,2.05,4.22
1904.8,2.05,4.22
1905.3,2.05,4.22
1905.8,2.05,4.22
1906.3,2.05,4.22
1906.8,2.05,4.22
1907.3,2.05,4.22
1907.8,2.05,4.22
1908.3,2.05,4.22
1908.8,2.05,4.22
1909.3,2.05,4.22
1909.8,2.05,4.22
1910.3,2.05,4.22
1910.8,2.05,4.22
1911.3,2.05,4.22
1911.8,2.05,4.22
1912.3,2.05,4.22
1912.8,2.05,4.22
1913.3,2.05,4.22
1913.8,2.05,4.22
1914.3,2.05,4.22
1914.8,2.05,4.22
1915.3,2.05,4.22
1915.8,2.05,4.22
1916.3,2.05,4.22
1916.8,2.06,4.22
1917.3,2.05,4.22
1917.8,2.05,4.22
1918.3,2.05,4.22
1918.8,2.05,4.22
1919.3,2.05,4.22
1919.8,2.05,4.22
1920.3,2.05,4.22
1920.8,2.05,4.22
1921.3,2.05,4.22
1921.8,2.05,4.22
1922.3,2.05,4.22
1922.8,2.05,4.22
1923.3,2.05,4.22
1923.8,2.05,4.22
1924.3,2.05,4.22
1924.8,2.05,4.22
1925.3,2.05,4.22
1925.8,2.05,4.22
1926.3,2.05,4.23
1926.8,2.05,4.23
1927.3,2.05,4.22
1927.8,2.05,4.22
1928.3,2.05,4.22
1928.8,2.05,4.22
1929.4,2.05,4.22
1929.9,2.05,4.22
1930.3,2.05,4.22
1930.8,2.05,4.23
1931.4,2.05,4.23
1931.9,2.05,4.23
1932.4,2.05,4.23
1932.9,2.05,4.23
1933.4,2.05,4.23
1933.9,2.05,4.23
1934.4,2.05,4.23
1934.9,2.05,4.23
1935.4,2.05,4.23
1935.9,2.05,4.23
1936.4,2.05,4.23
1936.9,2.05,4.23
1937.4,2.06,4.23
1937.9,2.06,4.23
1938.4,2.06,4.23
1938.9,2.06,4.23
1939.4,2.06,4.23
1939.9,2.06,4.23
1940.4,2.05,4.23
1940.9,2.06,4.23
1941.4,2.06,4.23
1941.9,2.06,4.23
1942.4,2.06,4.23
1942.9,2.06,4.23
1943.4,2.06,4.23
1943.9,2.06,4.23
1944.4,2.06,4.23
1944.9,2.06,4.23
1945.4,2.06,4.23
1945.9,2.06,4.23
1946.4,2.06,4.23
1946.9,2.06,4.23
1947.4,2.06,4.23
1947.9,2.06,4.23
1962.0,2.06,4.23
1962.4,2.06,4.23
1962.5,2.06,4.23
1962.6,2.06,4.23
1962.7,2.06,4.23
1962.8,2.06,4.23
1962.9,2.06,4.23
1963.4,2.06,4.18
1963.9,2.06,4.18
1964.4,2.06,4.18
1964.9,2.06,4.18
1965.4,2.06,4.17
1965.9,2.06,4.16
1966.4,2.06,4.17
1966.9,2.06,4.17
2038.6,2.06,4.17
2038.7,2.06,4.17
2038.8,2.06,4.25
2039.0,2.06,1.23
2039.5,2.06,1.25
2040.0,2.06,1.26
2040.5,2.06,1.51
2041.0,2.06,1.53
2041.5,2.06,1.31
2042.0,2.06,1.3
2042.5,2.06,1.29
2043.0,2.06,1.58
2043.5,2.05,1.56
2044.0,2.05,1.55
2044.5,2.05,1.54
2045.0,2.05,1.55
2045.5,2.05,1.56
2046.0,2.05,1.27
2046.5,2.05,1.28
2047.0,2.05,1.3
2047.5,2.05,1.32
2048.0,2.05,1.3
2048.5,2.05,1.29
2049.0,2.05,1.27
2049.5,2.05,1.25
2050.0,2.05,1.24
2050.5,2.05,1.24
2051.0,2.05,1.24
2051.5,2.05,1.25
2052.0,2.05,1.26
2052.5,2.05,1.28
2053.0,2.05,1.3
2053.5,2.05,1.31
2054.0,2.05,1.3
2054.5,2.05,1.29
2055.0,2.05,1.28
2055.5,2.05,1.25
2056.0,2.05,1.24
2056.5,2.05,1.24
2057.0,2.05,1.24
2057.5,2.05,1.25
2058.0,2.05,1.27
2058.5,2.05,1.28
2059.0,2.05,1.3
2059.5,2.05,1.31
2060.0,2.05,1.3
2060.5,2.05,1.29
2061.0,2.05,1.27
2061.5,2.05,1.25
2062.0,2.05,1.24
2062.5,2.05,1.24
2063.0,2.05,1.25
2063.5,2.05,1.26
2064.0,2.05,1.28
2064.5,2.05,1.3
2065.0,2.05,1.31
2065.5,2.05,1.31
2066.0,2.05,1.3
2066.5,2.05,1.28
2067.0,2.05,1.26
2067.5,2.05,1.24
2068.0,2.05,1.24
2068.5,2.05,1.24
